long|0:146;1:82,286,301,308,567,606,718,725,865,877,1124,1156,1258,1260,1303,1322,1337,1347,1348,1354,1355,1356,1359,1362,1596,1980,2012,2058,2135,2145,2280,2347,2526;
backbon|0:147,148,149,233;1:515;
attach|0:148;1:600,2333;
directli|0:148;1:461,998,1161,2374,2550;
terrestri|0:148;
microwav|0:149;
connector|0:149;
termin|0:149;
end|0:150;1:377,839,852,922,925,1216,1375,1503,1504,1544,1735,2088,2091,2358,2381,2457,2560,2562,2608;
remov|0:150;1:821,889,1066,1908,2405;
signal|0:150,155,163,164,169,187,189;1:1810,2649;
pass|0:151,160,163,173,174;1:111,465,501,1873,2066,2071,2494;
first|0:151;1:15,39,109,133,192,199,277,278,360,441,589,602,622,648,686,691,707,813,834,844,901,918,920,920,996,1041,1161,1167,1304,1356,1693,1699,1724,1776,1779,1780,1938,2031,2032,2041,2047,2119,2125,2126,2273,2380,2407,2414,2529,2539,2552,2691;
oldest|0:153;
failur|0:153,172,191;1:257,259,261,262,263,274,283,1289,1422,1491;
model|0:153,172,192,192,291,294,297,298,299,305;1:149,422,732,772,1006,1518,1979;
allow|0:154,264;1:22,1448,1564;
electr|0:154,186;
electro|0:154;
magnet|0:154;
travel|0:155,187;
direct|0:155,161,181;1:300,716,728,809,923,1388,1488,1602,1817,1963,2194,2197,2393,2480,2619;
circl|0:159;1:2378,2382;
node|0:159,175;
neighbor|0:160;
either|0:160,231;1:344,411,495,1043,1132,1525,1597,1881,2174,2285,2448;
side|0:160;1:225,1471,1482,1482,1495,2368,2389;
around|0:161,174;1:153,370,409,422,548,709,919,936,1144,1465,1693,2091,2288,2379,2526,2629;
incorpor|0:162;
receiv|0:162;1:2158,2159;
transmitt|0:162;
serv|0:162;1:1257;
repeat|0:163,183;
next|0:163;1:270,273,311,379,431,802,931,1235,1250,1378,1378,1379,1404,1546,1563,1863,2556;
regener|0:164;
128|0:168,282;
degener|0:169;
period|0:169;1:1124,1168,1169,1171,1210,2062;
time|0:169,326;1:4,52,165,181,182,182,193,215,229,233,244,258,273,277,278,301,303,335,361,378,395,490,491,494,499,503,504,506,508,509,536,545,611,613,641,654,737,754,762,778,783,792,793,832,865,901,922,1032,1061,1079,1083,1103,1124,1135,1144,1156,1160,1166,1168,1171,1172,1185,1189,1196,1200,1207,1270,1290,1291,1292,1305,1306,1331,1349,1352,1355,1380,1396,1434,1505,1523,1552,1556,1557,1610,1720,1768,1772,1779,1795,1801,1947,1947,1958,1960,1975,1990,1991,1992,2012,2020,2022,2026,2035,2035,2045,2048,2061,2062,2064,2111,2163,2228,2228,2230,2232,2235,2236,2280,2288,2306,2378,2387,2394,2395,2431,2450,2469,2500,2504,2505,2506,2508,2522,2527,2538,2588,2632,2676;
came|0:170;1:422,441,444,868,994,1042;
exist|0:170;1:671,778,817,1572,2398,2727;
avoid|0:170,189;1:336,597,727,865,1160,1169,1373,1591,1596,2092,2101,2184,2556;
disadvantag|0:171,190;
invent|0:172,191;1:165,492,2068,2074,2463;
ideal|0:173;1:1687;
suit|0:173;1:392,1687;
method|0:174;
get|0:174,328;1:5,8,17,82,105,152,195,197,211,229,262,267,313,314,322,341,359,368,381,390,394,479,482,486,499,513,547,549,581,596,622,636,646,649,650,657,683,690,693,697,701,706,708,760,786,796,799,799,804,822,831,832,858,858,874,875,878,969,972,975,993,1018,1026,1044,1064,1070,1070,1078,1087,1110,1125,1127,1140,1142,1146,1149,1153,1154,1156,1158,1158,1160,1173,1174,1188,1208,1219,1224,1227,1231,1232,1233,1241,1249,1253,1257,1258,1265,1291,1295,1316,1345,1354,1400,1403,1403,1462,1495,1496,1503,1518,1539,1588,1589,1693,1705,1717,1720,1723,1725,1734,1736,1741,1777,1784,1786,1822,1836,1844,1866,1932,1939,1944,1949,1951,1953,1957,1961,1966,1978,2003,2005,2008,2023,2024,2059,2094,2099,2120,2157,2164,2189,2190,2196,2232,2235,2237,2247,2248,2250,2258,2307,2310,2317,2323,2346,2374,2376,2379,2382,2385,2428,2462,2468,2491,2493,2494,2501,2509,2516,2519,2520,2522,2576,2580,2583,2585,2592,2601,2606,2612,2614,2629,2632,2683;
hold|0:175;1:482,579,1020,1687,1719,1832,2199,2306,2312;
transmit|0:175;
quit|0:176;1:74,495,1090,1288,1289,2587;
rare|0:176;1:386,1400,1589,1857,2008,2580,2591;
drop|0:180,188;1:447,800,1177,1595,1714,2637;
extend|0:181;1:1400;
via|0:182;1:2217;
link|0:182,202,248,251,253,259,265,309,309;1:1962;
multiport|0:183;
addit|0:184;1:2693;
nest|0:184;
within|0:185,208;1:2291,2396;
tree|0:185;
hierarch|0:185;
electromagnet|0:187;
sent|0:189;1:164,1919,1921,2310,2657;
standard|0:192,293,295,296;
now|0:192;1:71,160,197,219,219,292,305,594,624,628,629,647,713,759,869,878,937,943,999,1015,1027,1101,1118,1273,1292,1295,1366,1546,1688,1717,1766,1791,1795,1875,1958,2016,2216,2221,2243,2306,2457,2463,2600,2628,2634;
day|0:192;1:209,225,380,434,447,451,493,495,498,501,549,593,675,702,782,1029,1032,1033,1033,1166,1168,1178,1235,1260,1330,1398,1399,1399,1419,1686,1721,1726,1794,1810,1815,1835,1929,1953,2227,2230,2254,2274,2291,2310,2311,2387,2483,2484,2501,2514;
everywher|0:193;1:119,2219,2554;
6|0:194,195,270,352;
everi|0:198,199;1:501,611,663,773,895,916,1261,1263,1548,1721,1789,1801,1810,1815,1835,1990,1991,1992,1993,1994,2234,2387,2484,2493,2550,2608;
requir|0:199,327;1:596,715,1119,1160,1175,1185,1307,1519,1697,2131,2133,2151,2154;
consid|0:200;1:167,213,355,2177;
practic|0:201;1:22,942,1833,1948,2056,2522;
howev|0:201;
extrem|0:201;
fault|0:201;1:31;
toler|0:202;1:31,393,1313;
provid|0:202,210,266;1:226,558,569,571,572,1512,1775,2334;
guarante|0:202;
capac|0:202;
combin|0:204;1:37;
multipoint|0:205;
strategi|0:205;1:8,680,688,688,690;
cell|0:206,206,208,212,212;
portion|0:206;
total|0:207;1:2000;
station|0:209;
rout|0:210,267;1:647,1301;
complet|0:211;1:634,1364,1370,1552,2177,2232,2379;
infrastructur|0:211;1:345,593;
roam|0:212;
maintain|0:212,247;1:1786;
span|0:215;
larg|0:215,323;1:1475,1812,1834,2727;
often|0:216;1:260,368,590,705,709,847,1117,1188,1328,1334,1399,1590,1717,1747,1806,2059,2319,2369,2396,2415,2552,2594;
countri|0:216;
contin|0:216;1:179,249;
multipli|0:216;1:2633;
multipl|0:216;1:4,772,1515;
separ|0:217;
distanc|0:218;
contain|0:219,235;1:2561;
numer|0:219;
telephon|0:219;1:2377;
line|0:219,252;1:53,125,216,450,512,531,763,839,841,1251,1302,1386,2176,2250,2348,2365,2371,2637;
pair|0:220,257;1:450,450,1281,1444,1445;
router|0:220,220,247,248,249;
nevertheless|0:221;
wish|0:221;1:339,946,946;
must|0:222;1:571,1208,2576;
indirectli|0:222,223;1:998;
differ|0:224,226,276;1:201,201,249,400,411,448,556,583,778,830,1069,1072,1552,1561,1730,1838,2087,2115,2137,2139,2366,2694;
7|0:225,226,354;1:1988;
bigger|0:229;1:320,339,646,923,1457,1538,1784,1790,1841,2176,2547;
version|0:229,269,300;1:1434,1914,1978;
normal|0:229;1:2407,2557;
might|0:230,231;1:13,269,306,1285,1288,1338,1356,1790,1791,1915,2045,2229,2349,2502;
cover|0:230;1:2119,2120,2122,2726;
group|0:230;1:152,387,431,466,1003,1807,2721;
nearbi|0:230;
corpor|0:230;1:2557,2727;
citi|0:231;1:179,249,1776,2397;
hand|0:232;1:287,1267,1491,1972,2043,2051,2127,2199;
throughout|0:232,332;1:2387;
phone|0:233;1:1172,1175,1452,1990,2216;
servic|0:234,319,345;1:266,426,433,514,558,566,569,571,594,594,1016,1442,1447,1448,1451,1453,1540,1690,1829,1925,1997,2308,2341,2341,2346,2400,2462;
carrier|0:234;
just|0:234,249;1:22,26,36,211,216,216,220,221,262,278,287,290,293,306,308,313,323,334,338,343,345,359,361,368,375,378,380,386,389,391,393,403,408,413,416,467,481,493,501,501,505,514,525,543,544,558,582,585,612,620,653,681,742,760,791,844,893,968,984,1019,1038,1044,1088,1091,1095,1104,1118,1127,1148,1161,1162,1169,1173,1232,1252,1298,1316,1326,1330,1332,1333,1337,1360,1393,1395,1425,1425,1434,1440,1461,1518,1566,1571,1574,1594,1606,1608,1718,1722,1725,1738,1766,1774,1804,1836,1864,1897,1989,1999,2015,2017,2019,2057,2068,2112,2173,2174,2176,2178,2220,2238,2246,2248,2273,2457,2467,2481,2500,2531,2548,2558,2564,2576,2614,2629;
doe|0:235;1:770,1018,1107,1447,1457,1524,1537,1537,1540,1827,1860,1860,1934,2009,2141,2292,2506,2565,2585;
element|0:235;1:2045;
mobil|0:237;
notebook|0:237;
laptop|0:238;1:334;
fastest|0:238;1:714,1602;
grow|0:238;1:45,145,146,318,335,667,689,1423,1550,1587,1602,1695,1698,1699,1742;
segment|0:238;
industri|0:239;1:156,417,423,986,1490,1491,1569,1812,1979,2733;
want|0:239;1:211,242,404,405,408,408,410,427,430,504,505,605,607,615,615,791,809,858,937,942,943,943,961,966,974,1043,1070,1074,1262,1489,1606,1696,1713,1755,1779,1780,1781,1801,1806,1874,1887,1888,1924,1924,1925,1932,1939,1973,2049,2117,2203,2214,2278,2472,2523,2524,2526,2601,2606,2628,2697;
129|0:243;
out|0:244;1:5,11,99,154,179,192,193,195,213,214,219,248,258,287,311,329,371,381,387,422,428,451,455,498,501,546,548,605,607,607,610,653,661,665,669,683,683,692,705,714,758,759,804,821,835,839,853,867,867,878,888,926,949,1016,1018,1023,1032,1045,1087,1110,1128,1224,1239,1252,1257,1265,1329,1361,1451,1495,1525,1553,1556,1565,1592,1612,1695,1698,1750,1769,1777,1802,1805,1822,1825,1827,1851,1864,1881,1919,1921,1924,1933,1944,2012,2045,2046,2047,2078,2089,2096,2110,2113,2121,2137,2151,2164,2186,2221,2225,2259,2360,2369,2380,2407,2485,2501,2536,2565,2594,2597,2620,2657;
sinc|0:245;1:1159;
aircraft|0:247;1:772;
singl|0:247;1:882,1363,1379;
radio|0:248,251;1:418,1817;
ground|0:248;1:26,774,2462,2598;
chang|0:248;1:68,123,241,342,410,715,727,728,731,733,734,833,930,934,936,941,1113,1114,1215,1383,1386,1389,1392,1551,1599,1684,1695,1696,1707,1709,1749,1787,1789,1791,1890,1901,2056,2304,2405,2406,2409,2410,2415,2418,2421,2427,2458,2459,2465,2467;
fli|0:249;1:772,773;
along|0:249;1:148,299,502,694,736,1254,1415,2009,2247,2385;
except|0:250;1:569,571,903,1167;
outsid|0:251;1:55,588,591,592,597,598,601,780,1159,2175,2514,2524;
happen|0:251;1:345,510,603,1163,1164,1301,1326,1865,2095,2217,2272,2285,2300,2335,2335,2343,2426,2441,2452,2454,2534;
instead|0:251;1:379,391,461,497,498,553,615,673,697,730,731,836,870,916,933,934,958,961,971,1064,1065,1120,1123,1156,1168,1175,1177,1214,1236,1236,1301,1330,1339,1340,1349,1350,1365,1377,1390,1425,1458,1474,1508,1510,1510,1555,1560,1573,1805,1828,1891,1941,2056,2093,2120,2248,2475,2476,2507,2583;
fiber|0:256;1:1514;
optic|0:256;1:1536;
twist|0:257;
copper|0:257;
coaxial|0:258;
802|0:259;
11|0:259;1:2279;
bluetooth|0:260;
satellit|0:261;
channel|0:261;1:1878,1878;
vi|0:262;
ip|0:262,266,269,271,273,300,301,358;
solv|0:263;1:360,434,435,441,469,1032,1099,1102,1219,1230,1508,2056,2390;
scale|0:263;1:326,970,2460;
problem|0:263,329;1:67,176,296,360,363,368,434,435,440,441,469,470,660,663,676,853,862,913,922,923,1033,1067,1099,1099,1102,1118,1213,1214,1219,1226,1230,1283,1312,1369,1422,1509,1509,2056,2074,2090,2255,2351,2389,2390,2431,2453,2453,2454,2469,2580;
well|0:265;1:267,296,488,542,791,793,976,979,1288,1538,2033,2079,2145,2340;
univers|0:266;1:49,399,401,2160;
global|0:266;1:329;
mechan|0:267;
address|0:267,269,275,280,288,311;
packet|0:267,272,273;
actual|0:268;1:281,289,367,377,477,480,673,674,674,674,675,676,704,909,962,972,995,1033,1072,1096,1104,1109,1111,1147,1199,1207,1402,1727,1739,1741,1750,1956,1961,2089,2120,2123,2163,2231,2245,2260,2362,2370,2503,2508,2565,2583,2610;
deliv|0:268;1:568,766,1223,1430,1466,1524,1734;
host|0:268,269,276,289;1:418;
denot|0:270;
ipv4|0:270,275,277;
byte|0:270;
32|0:270;
bit|0:270;1:391,502,1106,1337,1400,1744,2229;
part|0:271,276,276;1:401,487,774,821,872,1226,1414,1441,2035;
header|0:271,272,272,273;
stay|0:272,273;1:326,369,371,853,885,1139,1594,1614,2227,2557;
hop|0:273;
entir|0:274;1:221,342,415,507,732,1490,2526;
journey|0:274;
featur|0:274;1:525,528,732,784,948,1500,1542,1585,1699,1720,1732,1735,2404,2600,2600;
class|0:277,279,280,281,282,283,284,285;1:1047;
rang|0:277,279,280,286,288;1:301,967;
shown|0:277;
tabl|0:278,279,300,305;1:2446;
0|0:281,287,287;1:166,2737,2737,2739;
191|0:282;
192|0:283;
223|0:283;
224|0:284;
239|0:284;
240|0:285;
254|0:285;
reserv|0:286;1:2618,2719;
loopback|0:286,288;
localhost|0:287;
255|0:288,288,288,288;
broadcast|0:288;
9|0:289,358;1:2027;
vii|0:290;
osi|0:291,294,295,297,299,300,302,305;
1977|0:292;
iso|0:293;
found|0:293;1:9,275,765,1000,1961,2231;
process|0:294;1:722,885,1000,1003,1005,1011,1078,1132,1414,1460,2014;
creation|0:294,296;1:1001;
attempt|0:295;
independ|0:296;
individu|0:297;1:853,1708,1841,2000,2139,2535;
govern|0:297;1:664;
perhap|0:297;
best|0:298;1:119,469,558,824,886,892,906,968,1025,1044,1324,1395,1402,1588,1731,1833,1944,2107,2157,2189,2208,2219,2220,2238,2245,2361,2375;
known|0:298;1:168,892,896;
seven|0:298,299;1:778,1194,1195,1196,1339,2559;
layer|0:298,299,305,306;1:1066,1425,1426,1845;
those|0:299;1:12,202,202,213,237,252,481,541,557,607,822,853,937,942,945,959,1146,1279,1295,1308,1395,1450,1699,1815,1844,1857,1858,1862,1882,2006,2076,2178,2184,2214,2358,2447,2483,2589;
state|0:300;1:780,1549,2720;
own|0:300;1:50,122,156,210,214,386,390,425,429,435,437,458,467,469,603,642,649,662,1417,1456,1482,1558,1806,1834,1863,2041,2193,2197,2201,2268,2294,2551,2591;
tcp|0:301,303;
equival|0:301,304;
clnp|0:301;
defin|0:302;1:1565;
orient|0:303;
cmn|0:303;
tp4|0:304;
check|0:309;1:867,1282,1357,2119,2194;
traffic|0:311;1:1055,1963;
transport|0:312;
handl|0:312;1:641,2061,2255,2373;
session|0:313;
establish|0:313;
rule|0:313;1:29,665,764,1166,1209,1565,1566,1566,2439,2508,2568;
determin|0:314;1:1129,1274,2195;
synchron|0:315;
translat|0:316;
redirector|0:317;
encrypt|0:317;
compress|0:318;
conclus|0:320;1:137,1133,2622;
seem|0:321;1:315,796,866,1025,1147,1300,1717,1733,1745,1897,1912,1916,1916,2189,2516;
tool|0:322;1:156,160,161,164,165,218,958,959,970,975,1084,1175,1417,2136,2486,2682;
number|0:323;1:320,344,1372,2132,2170,2357;
peopl|0:323,329;1:111,132,152,163,164,167,169,171,201,205,206,207,209,213,227,234,237,260,262,262,264,265,265,266,278,278,279,319,333,341,354,369,371,387,405,458,458,491,505,520,524,581,590,599,609,610,628,661,666,681,754,782,783,819,922,937,942,945,958,966,970,974,990,1017,1061,1068,1072,1115,1127,1143,1145,1167,1176,1185,1198,1211,1219,1266,1284,1288,1305,1317,1440,1495,1496,1539,1560,1591,1609,1612,1704,1704,1705,1707,1756,1781,1781,1789,1790,1792,1801,1805,1806,1812,1815,1818,1822,1833,1834,1835,1837,1873,1881,1886,1889,1890,1898,1899,1935,1937,1974,1981,1986,2007,2013,2023,2025,2037,2060,2066,2071,2073,2074,2077,2090,2093,2095,2100,2152,2155,2173,2176,2177,2182,2184,2188,2193,2197,2200,2204,2208,2215,2220,2224,2225,2226,2242,2256,2276,2307,2311,2315,2334,2361,2373,2381,2383,2384,2389,2392,2409,2415,2423,2426,2442,2461,2462,2477,2481,2486,2487,2491,2501,2503,2512,2519,2524,2524,2524,2569,2580,2590,2591,2608,2698;
similar|0:323;1:1942,2372;
interest|0:323;1:500,1721,1813,1943,2023,2088,2456;
acquir|0:323;1:693,696;
though|0:324;1:545,1165,1422,1458,1608,2087,2231;
expedit|0:324;1:1397;
format|0:325;1:2171;
interperson|0:325;
overcom|0:326;
space|0:326;1:631,633,649,971;
barrier|0:326;1:1952;
face|0:326;1:1176,1176,1225,1287,1387,2091,2229;
techniqu|0:327;1:1853,1862;
still|0:327;1:184,207,270,782,817,819,839,874,905,954,956,964,1007,1019,1043,1123,1238,1272,1317,1345,1366,1801,1840,2017,2395,2547,2692;
great|0:328;1:5,23,111,118,330,338,400,426,463,513,599,619,654,768,790,796,796,800,800,801,804,863,882,883,896,903,906,939,962,1044,1243,1441,1471,1494,1512,1521,1712,1725,1733,1746,1767,1775,1850,1851,2020,2021,2066,2068,2071,2080,2176,2207,2212,2226,2236,2327,2476,2477,2481,2487,2515;
deal|0:328;1:162,503,612,674,1370,1595,1731,1770,1792,2255,2367,2670;
concentr|0:328;
effort|0:328;1:375,404,1134,1224,1277,1307,1892;
should|0:329;1:270,283,335,350,385,407,459,537,580,618,688,759,810,813,839,841,885,885,911,936,938,1016,1087,1101,1156,1196,1290,1515,1546,1587,1755,1854,1857,1905,1981,2049,2062,2063,2233,2234,2295,2296,2343,2386,2393,2413,2575,2590,2601;
minim|0:330;
come|0:330;1:150,299,361,435,472,494,507,579,590,694,709,862,863,902,920,920,957,1201,1239,1256,1307,1308,1318,1559,1689,1712,1776,1806,1810,1813,1897,1971,1982,2009,2139,2155,2186,2193,2259,2295,2308,2312,2380,2418,2540,2693;
year|0:330;1:114,148,158,158,180,221,311,472,606,730,771,896,901,937,942,943,945,1047,1257,1325,1339,1341,1512,1809,1977,2008,2024,2041,2121,2130,2131,2134,2138,2141,2143,2143,2235,2387,2457;
innov|0:331;1:24;
diffus|0:331;
societi|0:332;1:241,2215;
8|0:332,351,357;
130|0:336;
cherita|0:338;
corbett|0:338;
raheem|0:338;
beyah|0:338;
john|0:338;1:34,1415,2289,2431,2532;
copeland|0:339;
activ|0:339;1:1964;
scan|0:339;
identifi|0:339;1:386;
proceed|0:340;
7th|0:340;
ieee|0:340;
workshop|0:341;1:455,996,1832;
assur|0:341;
militari|0:341;
academi|0:342;
west|0:342;
ny|0:342;
21|0:342;1:395,2432;
23|0:342;1:278;
june|0:342,351;1:1055,2433;
2006|0:342;1:2262;
pranab|0:343;
chakravarti|0:343;
antonio|0:346;
carzaniga|0:346;
19|0:347;1:742,1053;
2014|0:347;
teodorabakardjieva|0:348;
tocomput|0:348;
peter|0:350;1:2263;
dordal|0:350;
releas|0:351;1:103,1001,1128,1262,1918,1920,1923,1927,1933,1936;
07|0:351;
bob|0:352;
dickerson|0:352;
januari|0:352;
2005|0:353;1:1575,2027;
russel|0:354;
anthoni|0:354;
tantillo|0:354;
through|0:355;1:150,215,1045,1844,1845,1928,1955,2204,2254,2550;
sourc|0:355;1:2689;
intrus|0:355;
detect|0:355;
2012|0:356;
web|0:357;1:154,166,416,900,1993,2686,2689;
robrien|0:357;
paper|0:357;1:561,577,2568;
mpconclus|0:357;
computerhop|0:358;
jargon|0:358;1:22,2556;
htm|0:358;1:739,1052,1576,2430;
view|0:359;1:418,514,1227,1610;
prais|1:2;
rework|1:2,7,11,13,25,32,32,35,229,1096,2637,2638,2646,2647,2663,2731;
37signal|1:3,21,140,141,429,944,997,2040,2638,2642,2643,2644,2645,2647,2650,2652,2653,2654,2655,2656,2660,2663,2664,2684,2685,2689,2691,2697,2718,2733;
fashion|1:3,933,948,1816;
wisdom|1:3,22,1499,2048;
edgi|1:3;
yet|1:3,175,302,388,417,838,1310,1316,1699,1783,1864,1878,1915,2005,2015,2453,2491,2546;
simpl|1:3,32,33,160,222,416,527,766,771,781,1118,1209,1230,1334,1509,1537,1606,1702;
straightforward|1:4,426;
proven|1:4;
book|1:4,27,30,147,169,191,201,217,493,801,801,993,993,998,1010,1071,1870,1907,2508,2636,2648,2661,2685,2692,2695,2725,2727;
help|1:4,151,208,261,581,766,957,1098,1417,1770,1827,2472,2503,2685,2694;
courag|1:5;
need|1:5,56,157,176,181,194,226,226,268,299,307,325,392,393,400,403,404,429,431,431,454,459,459,460,466,485,515,515,516,565,592,592,610,627,628,629,630,631,633,635,637,639,640,641,643,644,646,688,830,848,849,891,963,968,969,1018,1024,1024,1026,1027,1029,1064,1084,1091,1131,1281,1499,1500,1501,1502,1566,1702,1703,1708,1709,1735,1736,1757,1760,1792,1822,1881,1933,2060,2071,2074,2079,2080,2080,2094,2098,2099,2100,2156,2170,2182,2184,2187,2194,2194,2195,2199,2229,2231,2243,2352,2352,2413,2452,2455,2457,2481,2492,2493,2496,2503,2517,2518,2521,2531,2532,2567,2576,2583,2583,2583,2600,2728;
someth|1:5,51,145,211,272,302,312,391,401,421,421,427,472,474,480,485,499,504,509,515,533,556,557,585,591,619,630,682,835,878,983,983,1012,1044,1064,1065,1065,1070,1088,1094,1100,1100,1104,1105,1106,1108,1114,1116,1124,1232,1249,1255,1256,1263,1264,1290,1322,1337,1346,1424,1424,1427,1428,1433,1443,1548,1559,1567,1740,1791,1794,1802,1828,1841,1843,1912,1923,1943,1973,1980,1987,2089,2096,2100,2143,2201,2203,2269,2272,2285,2323,2405,2410,2513,2519,2523,2530,2540,2564,2628;
toni|1:6,1446;
hsieh|1:6,1446;
ceo|1:6,1446,1930,2157,2161;
zappo|1:6,1444,1445,1446,1448,1450,1453;
brillianc|1:7;
inspir|1:7,12,17,27,35,138,2624,2626,2626,2631,2632,2632,2633,2634,2637,2699;
rethink|1:7;
everyth|1:7,20,123,532,533,653,791,814,824,905,984,1020,1066,1177,1323,1447,1465,1515,1707,1714,1719,1733,1844,1852,1854,1930,2000,2290,2304,2361,2496,2609,2609,2610,2619;
thought|1:8,1013,1278,1330,1735,1773,2321;
knew|1:8,462,484,910,1031,2044;
custom|1:8,92,161,250,288,404,530,565,567,572,580,614,615,652,697,972,1031,1035,1037,1099,1110,1256,1264,1267,1446,1448,1449,1451,1452,1461,1462,1494,1582,1597,1598,1601,1603,1609,1681,1682,1683,1684,1685,1686,1689,1691,1698,1700,1700,1701,1703,1708,1708,1721,1755,1759,1793,1799,1807,1808,1971,2018,2042,2118,2255,2272,2278,2302,2308,2320,2341,2346,2351,2363,2367,2370,2374,2375,2375,2384,2386,2388,2390,2392,2394,2400,2421,2444,2444,2555,2697;
thing|1:8,152,157,190,210,237,237,252,288,311,345,381,409,486,509,584,660,674,680,697,698,706,708,709,727,755,793,793,799,813,822,822,822,832,837,839,875,888,890,921,931,934,934,936,937,938,940,942,944,949,984,1019,1062,1069,1109,1111,1125,1154,1182,1215,1250,1279,1291,1304,1344,1344,1356,1361,1375,1377,1378,1379,1379,1395,1457,1523,1537,1554,1586,1587,1592,1592,1606,1746,1760,1769,1787,1827,1832,1838,1866,1886,1905,1906,1908,1913,1932,1957,1998,2008,2015,2062,2099,2108,2135,2213,2259,2307,2336,2362,2383,2407,2411,2412,2417,2417,2423,2454,2484,2525,2556,2583,2601,2606,2611,2614,2633,2634,2637,2661;
done|1:8,82,152,189,251,302,359,381,861,1019,1083,1092,1125,1140,1140,1142,1149,1153,1154,1158,1159,1174,1232,1237,1241,1249,1271,1272,1280,1354,1358,1378,1403,1817,1888,1915,1976,2033,2038,2187,2190,2196,2198,2520,2523,2583,2593,2606,2607,2612,2614,2632;
william|1:9,2280;
taylor|1:9;
editor|1:9;
fast|1:9,35,182,742,790,939,1053,1406,2263,2467,2576,2602;
compani|1:9,151,152,167,168,174,182,203,247,276,277,278,319,333,336,413,492,580,592,595,611,650,652,654,657,696,742,900,931,990,994,1010,1053,1406,1449,1506,1682,1683,1686,1692,1707,1740,1799,1799,1800,1805,1841,1842,1843,1891,1925,1942,1987,2067,2072,2094,2113,2115,2117,2124,2144,2151,2158,2258,2263,2282,2284,2291,2292,2292,2310,2372,2383,2441,2447,2467,2472,2492,2513,2537,2545,2546,2549,2562,2616,2651,2692,2733;
coauthor|1:9,2694;
maverick|1:10;
work|1:10,36,37,116,208,223,223,227,229,233,272,282,283,315,356,357,358,359,361,367,368,370,373,400,408,471,495,497,501,567,631,653,774,778,783,921,995,1045,1082,1084,1091,1093,1094,1098,1109,1113,1116,1122,1127,1134,1135,1139,1140,1140,1142,1149,1150,1153,1158,1166,1173,1193,1231,1247,1260,1274,1275,1277,1285,1306,1408,1424,1427,1437,1451,1452,1593,1714,1769,1864,1873,1915,2033,2055,2061,2069,2075,2075,2125,2135,2181,2182,2183,2183,2186,2190,2201,2204,2228,2242,2243,2243,2245,2251,2254,2258,2260,2323,2366,2369,2373,2384,2392,2457,2476,2477,2481,2483,2487,2491,2499,2500,2503,2507,2514,2514,2520,2524,2632,2635,2695;
me|1:11,13,27,408,577,582,582,583,1401,2306,2323,2592;
pose|1:11;
challeng|1:11,1221,1227,2093;
stifl|1:11,2480;
urg|1:11,2406;
rip|1:11;
tape|1:12,1527,1845;
my|1:12,404,904,2148,2149;
wall|1:12,104,558,884,886,886,1036,1038,1946,1948,2261;
amaz|1:12,760,1231,1371,1931,2308;
power|1:12,165,321,438,904,1488,1589,2478;
adject|1:12;
sound|1:13,134,235,321,373,391,559,599,954,1065,1731,1901,2242,2280,2329,2355,2542,2543,2545,2547,2548,2551,2565,2585;
fawn|1:13;
fan|1:13,771,1537,1799,1840;
ve|1:14,148,148,150,189,190,213,227,251,302,303,502,756,759,878,896,896,976,977,978,979,1019,1106,1134,1153,1273,1283,1284,1364,1586,1682,1736,1739,1748,1780,1809,1849,1960,1961,1980,2006,2032,2038,2131,2146,2198,2201,2201,2224,2231,2363,2417,2450,2628;
finish|1:14,1016,1035,1062,1127,1250,1255,1302,1341,1356,1364,1430;
prepar|1:14,1185,2670;
feel|1:14,205,288,307,335,367,369,400,404,405,407,848,1360,1361,1429,1429,1730,1735,1891,2045,2045,2046,2089,2098,2311,2331,2358,2388,2388;
clariti|1:14,944,1025;
motiv|1:14,571,879,1097,1246,1247,1253,1311,1367,1371,2389,2391,2633;
kathi|1:15,2712;
sierra|1:15,2712;
co|1:15;
creator|1:15,1427;
bestsel|1:15;
head|1:15,626,1069,1072,1091,1092,2157,2597;
seri|1:15,996,1150;
founder|1:15,37,462,652,1040,2395;
javaranch|1:16;
ask|1:17,319,537,545,589,816,869,1092,1093,1096,1101,1107,1116,1131,1207,1265,1568,1569,1603,1603,1604,2035,2054,2247,2493,2523;
show|1:18,22,156,191,418,516,545,768,769,1082,1192,1231,1252,1488,1760,1775,1778,1853,1853,1860,1873,1874,1879,1899,1902,1914,2085,2322,2334,2342,2424,2487;
scott|1:19,2433,2705;
rosenberg|1:19;
cofound|1:19;
salon|1:19;
dream|1:19,202,209,340,507,2011,2513;
code|1:19,1420,2531,2676;
leav|1:21,682,690,888,1509,1686,1911,2198;
sacr|1:21;
cow|1:21,1458;
barn|1:21;
unconvent|1:21;
experi|1:22,147,281,570,578,651,754,994,1752,1772,2131,2133,2135,2138,2142,2142,2143,2456;
success|1:22,29,203,251,271,271,274,275,276,277,279,281,573,1171,1440,1785,1976,2006,2009,2011,2025,2686;
twentyfirst|1:22;
centuri|1:22;
mba|1:22,392;
consult|1:22,154,594;
advic|1:23,172,482,700,1907;
stuff|1:23,221,645,804,809,809,809,810,874,883,886,888,890,891,1024,1310,1366,1597,1762,2141,2505,2545,2659;
saul|1:24;
kaplan|1:24;
chief|1:24;
catalyst|1:24;
appealingli|1:25;
intim|1:25,471,2049,2087;
