2
switch|0:487,489,834,859,961,962,1091,1432;1:7599|4.9443,0.6180|1.0000
point|0:491,825,826,899,900,936,937,1210,1211,1553;1:1973,3003,3026,3264,3881,5115,7683,8719,9837,9996,10133,10385,13371,13704,15109|6.1803,9.2705|1.0000
hub|0:493,831|1.2361|2.0000
outdat|0:494;1:2124|0.6180,0.6180|1.0000
oper|0:496,595,954;1:11717|1.8541,0.6180|1.0000
softwar|0:498;1:186,538,571,2434,3095,3108,3532,4380,5849,6011,6174,6285,7534,11309,12452,12552,12974,15957|0.6180,11.1246|1.0000
iv|0:500|0.6180|2.0000
divid|0:505,940,1273;1:8796|1.8541,0.6180|1.0000
into|0:506,510,763,943,1274;1:772,1176,1517,1886,2604,3670,3746,4154,4793,5244,5411,5898,6183,6187,6191,6194,6265,6771,7212,7290,7303,7561,7889,8077,8097,8455,8599,8642,8662,8733,8743,8753,8798,8923,9174,9274,9312,9436,9711,9947,10207,10550,11236,11779,11880,12259,12585,12638,13222,13618,13822,14305,14448,14511,14647,15519,16554,16580,16645,16784,17009|3.0902,37.7001|1.0000
geograph|0:507,941,990,1002|2.4721|2.0000
fall|0:509;1:2692,13243,13617,15542|0.6180,2.4721|1.0000
these|0:511;1:6,710,1153,1760,1866,2368,2614,3523,4391,4741,4747,5058,5797,6101,6118,6637,6863,6887,7171,7658,8387,8514,8944,9123,9599,9811,10606,10705,11188,11316,11592,11777,12233,12266,12293,12314,12351,12504,12576,13388,13555,13557,13875,13900,13928,14163,14301,14399,14662,15727,16018,16201,16437,16454,16558,16596,16646|0.6180,35.2279|1.0000
major|0:512;1:9771,15372|0.6180,1.2361|1.0000
categori|0:513|0.6180|2.0000
wide|0:518,569,982,985;1:6755,14582|2.4721,1.2361|1.0000
wan|0:521,557,1004,1032,1042|3.0902|2.0000
metropolitan|0:522,1047,1050,1078|2.4721|2.0000
man|0:525,1074,1085;1:3743,5847|1.8541,1.2361|1.0000
gener|0:532,564,1250;1:594,2322,3287,8010,9598,10452,12038,12050,12155,12172,14944,16405|1.8541,7.4164|1.0000
confin|0:533,544|1.2361|2.0000
specif|0:534,952;1:4616,5098,7675,10628,13374,13377,13596,16408|1.2361,4.9443|1.0000
floor|0:537;1:2550,5052|0.6180,1.2361|1.0000
build|0:538;1:278,280,287,379,495,815,1283,1319,1443,1887,2280,2412,2445,2629,3107,3506,3608,3681,3708,3828,4056,4113,4115,4133,4230,4256,4714,4782,5191,5253,5265,5271,6171,6173,6414,6506,6714,6917,7771,7793,7912,9027,9135,10063,10094,11142,11208,11352,11361,11376,12551,12755,13922,16963|0.6180,33.3738|1.0000
small|0:541,562;1:535,540,618,685,925,1682,1686,1701,1812,1816,1823,1897,1906,2806,3805,4737,6735,7029,7475,7949,8008,8012,8625,8779,8932,8945,9493,10583,11056,11520,12404,13152,13165,13773,13800,15623,15671,16209,16230|1.2361,24.1033|1.0000
be|0:543;1:1830,2045,2060,3048,3377,3895,4054,4233,7445,7928,8791,8896,9137,9470,9806,10864,10987,11871,12300,13691,13963,14669,14974,15670,16254,16306,16311|0.6180,16.6869|1.0000
possibl|0:545,1139;1:804,5445,6880,6883,7670,10443,10645,12837,14436,16003|1.2361,6.1803|1.0000
case|0:546;1:1037,8447,14949,14950|0.6180,2.4721|1.0000
transmiss|0:549,1436|1.2361|2.0000
expens|0:554,561;1:1861,1883,3179,3520,3888,3969,4019,4401,5961,9387,11247,12693,15990|1.2361,8.0344|1.0000
becaus|0:558,729,905;1:1203,1532,1553,1999,2110,2651,3072,3093,5302,5485,6342,6356,6435,7024,7146,7152,7531,7596,7878,8723,9118,9888,9942,10233,10257,11540,11597,11666,12070,12749,12842,13962,14034,16056,16062,16168,16515,16523|1.8541,23.4853|1.0000
keep|0:559;1:97,198,620,882,1075,2422,2913,2994,4318,4418,4744,4763,6496,7099,7897,7941,8203,8636,9210,10041,10350,10922,10956,10966,11003,11124,11986,12764,12832,13092,14426,14954,14967,16101|0.6180,21.0132|1.0000
your|0:560;1:115,254,310,313,336,351,356,364,383,443,793,796,819,1065,1076,1184,1190,1239,1276,1342,1359,1464,1490,1495,1500,1621,1680,1769,1809,1852,2052,2252,2258,2276,2290,2382,2385,2465,2687,2711,2743,2760,2852,2860,2870,2902,2938,2960,2963,3591,3658,3737,3754,3809,3835,3858,3867,3946,3993,4121,4142,4166,4179,4188,4257,4328,4419,4426,4443,4451,4824,4829,4842,4987,5006,5009,5029,5063,5262,5698,5728,5765,5871,5876,5917,6077,6079,6082,6137,6149,6234,6316,6334,6375,6809,6820,6947,6989,7089,7117,7162,7210,7240,7311,7332,7366,7451,7654,7707,7752,7789,7942,7994,8031,8034,8110,8257,8342,8367,8417,8638,8811,8817,8904,9108,9249,9267,9277,9437,9441,9456,9468,9608,9672,9678,9744,9917,9984,9990,9994,10029,10032,10043,10055,10108,10119,10120,10134,10212,10218,10286,10288,10301,10384,10392,10413,10414,10418,10424,10479,10492,10497,10505,10598,10611,10658,10720,10841,10893,10951,10953,11021,11024,11099,11113,11157,11220,11251,11390,11400,11423,11511,11515,11558,11709,11711,11724,11735,11744,11863,11913,12015,12077,12168,12257,12289,12396,12416,12516,12541,12547,12572,12756,12772,12899,12909,12915,12937,12945,13074,13337,13364,13378,13380,13382,13384,13430,13433,13453,13932,14082,14357,14382,14427,14433,14603,14610,14615,14794,14848,14851,14883,14971,15133,15136,15150,15154,15166,15171,15373,15520,15535,15627,15637,15721,15730,15795,15987,16251,16261,16320,16337,16380,16395,16719,16903,16909,16921,16944|0.6180,160.0708|1.0000
obtain|0:566|0.6180|2.0000
speed|0:568,582,597;1:446,5830,12679,14607|1.8541,2.4721|1.0000
person|0:572,1024;1:561,1031,3385,3404,3854,8383,12188,12285,12881,12993,13069,13413,13527,13952,14142,14177,14572,14596,14697,14730,14868,14872,16080,16169,16381,16398,16401,17154|1.2361,17.3050|1.0000
workstat|0:574,650|1.2361|2.0000
offic|0:575,1066,1130,1135;1:1087,1923,3208,3325,3792,3795,3907,4388,6016,15921,16055|2.4721,6.7984|1.0000
factori|0:576;1:148,2575,3508,3829,11831,14253|0.6180,3.7082|1.0000
tradit|0:579,1159,1482;1:857,2313,11485|1.8541,1.8541|1.0000
10|0:583;1:625,1058,4227,7351,8764,12700|0.6180,3.7082|1.0000
100|0:584,599;1:643,1053,15646|1.2361,1.8541|1.0000
mbp|0:585,600|1.2361|2.0000
low|0:586,756;1:4421,7822,8831,9807,13760,14431|1.2361,3.7082|1.0000
make|0:588;1:24,71,250,258,298,300,344,537,673,760,771,822,1056,1474,1554,1581,1637,1782,1983,2016,2055,2071,2226,2234,2260,2298,2307,2395,2408,2448,2522,2540,2634,2695,2718,2758,2779,2935,2962,3110,3188,3275,3786,3992,4178,4220,4275,4402,4406,4436,4565,4577,4581,4597,4754,4869,4876,4883,5031,5068,5144,5201,5203,5233,5246,5250,5260,5286,5353,5371,5390,5392,5405,5415,5424,5631,5640,5687,5716,5953,6031,6084,6087,6091,6134,6530,6641,6763,6798,6903,6907,6946,7108,7310,7361,7377,7653,7691,8102,8271,8678,8724,8876,8882,8886,8914,8930,8937,8941,8958,8964,9008,9265,9279,9354,10088,10235,10244,10309,10416,10602,10604,10825,10996,11115,11161,11367,11741,11802,11856,11997,12179,12395,12407,12414,13151,13241,13489,13703,13812,13978,13996,14045,14080,14153,14228,14249,14660,14691,14820,15059,15114,15213,15270,15377,15582,15598,15678,16217,16224,16309,16350,16373,16575,16940|0.6180,101.9756|1.0000
veri|0:589;1:5554,7909,8208,10970,14612,14911,16480,16698,16978|0.6180,5.5623|1.0000
few|0:590;1:1027,1043,1614,2318,2889,3266,3271,6357,7668,8475,8526,8696,9015,9891,10295,10310,10357,10746,10762,10866,11593,11628,12592,12765,13544,13943,14088,14151,14160,15160,16481|0.6180,19.1591|1.0000
error|0:591,1422;1:12554|1.2361,0.6180|1.0000
never|0:592;1:746,899,970,1095,1112,1425,1609,2155,2970,2987,3979,5731,5866,6633,6932,7537,8444,9043,9209,9216,9393,9397,9454,9716,9904,9909,10547,10716,11094,11432,11539,11927,12792,13573,14385,14763,15071,15593,15704,15940,15978,16423,16572|0.6180,26.5755|1.0000
up|0:598,856;1:633,823,907,1544,1562,1619,1625,1652,1850,1951,1984,2057,2067,2105,2289,2428,2510,2520,2537,2556,3219,3251,3276,3575,3602,3680,3964,4024,4038,5136,5209,5212,5685,5711,5844,6043,6180,6355,6725,6822,7077,7341,7401,7410,7814,7945,8089,8299,8327,8336,8442,8479,8843,8955,9211,9681,9703,9715,9758,10027,10035,10053,10138,10226,10253,10269,10460,10487,10579,10638,10713,10798,11017,11081,12076,12107,12263,12328,12680,12866,12922,12942,13198,13275,13716,13727,13806,13813,13849,14250,14532,14557,14678,14720,14793,15424,15583,15955,16065,16154,16179,16564,16775|1.2361,63.6575|1.0000
topolog|0:604,607,618,620,622,624,626,628,630,633,641,668,671,677,681,691,699,701,703,761,768,770,775,795,800,808,810,812,837,847,849,868,870,872,880,886,894,896,915,931,933|25.3394|2.0000
logic|0:606;1:2729|0.6180,0.6180|1.0000
take|0:609;1:456,849,859,1068,1873,1875,1878,2304,3420,3557,3594,3657,3695,4045,4410,4978,5385,5608,6639,6793,7097,7292,7548,7767,7963,8171,8181,8429,8473,8480,8503,8547,8620,8656,9524,9544,9611,9652,9661,9669,9863,10381,11133,11146,11202,12643,13497,13666,14575,14696,14871,14948,15250,15868|0.6180,33.3738|1.0000
sever|0:610;1:8372,14866|0.6180,1.2361|1.0000
form|0:611,676,843,1175;1:11480,11500,13332|2.4721,1.8541|1.0000
understand|0:614;1:713,6694,6867,8267,9146,9147,9150,9166,9200,10380,11886,12803,13505,13981,14865,15028,15405|0.6180,10.5066|1.0000
ethernet|0:615,1204,1252,1254|2.4721|2.0000
token|0:616,778,782,790|2.4721|2.0000
ring|0:617,621,700,702,714,728,760,769,774,786,794,799,807,869;1:7663|8.6525,0.6180|1.0000
bu|0:619,629,631,640,667,680,690,698,767,867|6.1803|2.0000
star|0:623,809,811,836,842,848,871,885,893;1:467,15708,15717,15726,15739,15761,15765|5.5623,4.3262|1.0000
mesh|0:625,895,897,914,920|3.0902|2.0000
cellular|0:627,930,932|1.8541|2.0000
typic|0:643;1:2,7522,9408|0.6180,1.8541|1.0000
long|0:645;1:339,1453,1558,1616,3370,3620,4366,4384,5294,5380,7046,7260,7991,7998,8304,8427,8545,8622,8632,8672,8682,8689,8708,8740,10272,12476,12670,12989,13498,13561,14457,14891,16104|0.6180,20.3951|1.0000
backbon|0:648,654,659,1081;1:3011|2.4721,0.6180|1.0000
attach|0:652;1:3571,14803|0.6180,1.2361|1.0000
directli|0:653;1:2636,6202,7302,15073,16237|0.6180,3.0902|1.0000
terrestri|0:656|0.6180|2.0000
microwav|0:657|0.6180|2.0000
connector|0:658|0.6180|2.0000
termin|0:660|0.6180|2.0000
end|0:661;1:2075,5135,5211,5684,5710,7689,8842,9708,9717,9934,10797,13181,13197,14961,15120,15620,16322,16336,16650|0.6180,11.7426|1.0000
remov|0:662;1:5012,5453,6663,11984,15261|0.6180,3.0902|1.0000
signal|0:663,686,725,730,754,852,861;1:11296,16853|4.3262,1.2361|1.0000
pass|0:665,712,724,779,784;1:415,2666,2907,11731,13029,13062,15866|3.0902,4.3262|1.0000
first|0:669;1:90,233,412,476,842,889,1402,1413,1956,2512,3486,3584,3728,3899,4160,4197,4310,4944,5096,5174,5541,5648,5666,5670,6182,6510,7308,7362,8308,8695,10510,10552,10727,11058,11090,11100,12169,12791,12800,12870,12920,13390,13436,13445,14387,15116,15280,15327,16108,16163,16262,16986|0.6180,32.1378|1.0000
oldest|0:675|0.6180|2.0000
failur|0:678,772,874;1:1262,1282,1292,1305,1309,1377,1441,8215,9140,9627|1.8541,6.1803|1.0000
model|0:679,773,875,877,1340,1350,1367,1375,1380,1411;1:522,2376,4429,4682,6264,9816,12469|6.1803,4.3262|1.0000
allow|0:682,1205;1:134,9322,10072|1.2361,1.8541|1.0000
electr|0:683,850|1.2361|2.0000
electro|0:684|0.6180|2.0000
magnet|0:685|0.6180|2.0000
travel|0:687,853|1.2361|2.0000
direct|0:688,715,819;1:1552,4358,4399,4919,5694,8925,9603,10321,11350,12367,13857,13881,15204,15776,16728|1.8541,9.2705|1.0000
circl|0:705;1:15096,15126|0.6180,1.2361|1.0000
node|0:707,788|1.2361|2.0000
neighbor|0:709|0.6180|2.0000
either|0:710,1069;1:1859,2309,2855,6527,7114,9861,10281,11792,13732,14493,15555|1.2361,6.7984|1.0000
side|0:711;1:1073,9469,9560,9561,9662,15027,15182|0.6180,4.3262|1.0000
around|0:713,785;1:552,2031,2294,2378,3247,4324,5658,5769,7175,9440,10513,13202,14515,15105,16103,16767|1.2361,9.8885|1.0000
incorpor|0:719|0.6180|2.0000
receiv|0:720;1:13639,13646|0.6180,1.2361|1.0000
transmitt|0:721|0.6180|2.0000
serv|0:722;1:7983|0.6180,0.6180|1.0000
repeat|0:723,833|1.2361|2.0000
next|0:726;1:1356,1371,1634,2095,2429,4889,5739,7818,7919,8860,8864,8871,9034,9954,10066,11682,16288|0.6180,10.5066|1.0000
regener|0:731|0.6180|2.0000
128|0:753,1301|1.2361|2.0000
degener|0:755|0.6180|2.0000
period|0:758;1:7047,7369,7379,7391,7666,13012|0.6180,3.7082|1.0000
time|0:759,1479;1:16,260,650,774,781,783,854,986,1101,1117,1191,1268,1372,1403,1414,1557,1580,1788,1963,2089,2220,2816,2824,2846,2894,2928,2936,2952,2969,2983,3154,3220,3654,3668,3852,3945,4462,4550,4605,4728,4761,4807,4820,5086,5295,5542,5682,6448,6627,6751,6775,6895,7048,7134,7172,7263,7293,7349,7368,7390,7399,7493,7510,7555,7592,7639,8062,8223,8231,8239,8316,8322,8495,8639,8671,8687,8874,8981,9225,9723,9846,9983,10013,10019,10382,10691,10995,11030,11091,11201,11232,12221,12227,12310,12333,12434,12528,12533,12538,12671,12737,12748,12781,12828,12830,12901,12927,13004,13013,13026,13328,13661,14092,14095,14118,14133,14161,14165,14458,14517,14619,15102,15161,15209,15214,15457,15573,15699,15897,15939,15946,15960,15973,16071,16105,16160,16522,16798,16926|1.2361,85.9067|1.0000
came|0:762;1:2371,2509,2519,5323,6170,6517|0.6180,3.7082|1.0000
exist|0:764;1:4066,4723,4966,10135,15241,17157|0.6180,3.7082|1.0000
avoid|0:765,865;1:1799,3548,4390,5296,7295,7382,8827,10231,10271,13208,13273,13789,16290|1.2361,8.0344|1.0000
disadvantag|0:766,866|1.2361|2.0000
invent|0:771,873;1:654,2832,13045,13090,15657|1.2361,3.0902|1.0000
ideal|0:776;1:10468|0.6180,0.6180|1.0000
suit|0:777;1:2199,10469|0.6180,1.2361|1.0000
method|0:781|0.6180|2.0000
get|0:783,1492;1:21,40,98,342,403,543,876,887,964,1105,1300,1336,1647,1659,1703,1835,1944,2012,2115,2172,2211,2751,2774,2793,2895,2992,3234,3254,3451,3543,3729,3824,3880,3904,3913,3957,4148,4195,4208,4240,4260,4296,4314,4592,4781,4849,4861,4863,4903,5015,5070,5079,5243,5248,5365,5378,5394,6002,6029,6041,6161,6338,6402,6538,6649,6687,6692,6745,6794,6952,7054,7080,7154,7161,7189,7205,7239,7244,7257,7271,7279,7289,7411,7417,7506,7650,7700,7737,7754,7786,7795,7806,7865,7914,7946,7980,7985,8044,8230,8247,8392,8609,8675,9012,9028,9032,9430,9658,9667,9709,9810,9906,10206,10217,10516,10608,10677,10693,10717,10733,10785,10804,10830,11072,11127,11143,11381,11484,11548,11701,12124,12182,12213,12240,12256,12274,12304,12337,12372,12454,12605,12617,12637,12760,12768,12991,13220,13254,13397,13626,13669,13831,13840,13870,14131,14158,14174,14232,14240,14264,14304,14628,14656,14709,14754,14886,15072,15083,15103,15129,15144,15431,15649,15693,15838,15857,15864,15911,15979,16027,16049,16052,16067,16439,16467,16485,16501,16556,16619,16635,16682,16696,16766,16790,16951|1.2361,120.5166|1.0000
hold|0:789;1:2775,3429,6352,10464,10688,11448,13895,14618,14671|0.6180,5.5623|1.0000
transmit|0:792|0.6180|2.0000
quit|0:796;1:321,2851,6806,8210,8214,16516|0.6180,3.7082|1.0000
rare|0:797;1:2139,9009,10221,11627,12645,16463,16545|0.6180,4.3262|1.0000
drop|0:816,857;1:2547,4873,7447,10261,10651,16827|1.2361,3.7082|1.0000
extend|0:818;1:9010|0.6180,0.6180|1.0000
via|0:824;1:14018|0.6180,0.6180|1.0000
link|0:827,926,1148,1167,1172,1190,1212,1421,1425;1:12350|5.5623,0.6180|1.0000
multiport|0:832|0.6180|2.0000
addit|0:835;1:16998|0.6180,0.6180|1.0000
nest|0:839|0.6180|2.0000
within|0:840,956;1:14541,15225|1.2361,1.2361|1.0000
tree|0:844|0.6180|2.0000
hierarch|0:845|0.6180|2.0000
electromagnet|0:851|0.6180|2.0000
sent|0:862;1:641,12040,12053,14650,16879|0.6180,3.0902|1.0000
standard|0:876,1344,1355,1361|2.4721|2.0000
now|0:878;1:316,599,885,1019,1025,1505,1584,3528,3747,3770,3780,3891,4340,4584,5328,5397,5780,5827,6213,6315,6416,6884,7010,8090,8236,8252,8776,9951,10473,10675,10984,11172,11200,11747,12312,12707,14008,14039,14207,14621,15616,15661,16606,16759,16810|0.6180,27.8115|1.0000
day|0:879;1:947,1077,2102,2454,2546,2582,2841,2853,2884,2917,3257,3524,4094,4269,4748,6427,6443,6456,6457,7345,7365,7452,7819,8003,8487,8997,9005,9006,9124,10456,10699,10747,11190,11301,11335,11477,12105,12280,14090,14114,14281,14400,14542,14653,14663,15158,15798,15809,15915,16011|0.6180,30.9017|1.0000
everywher|0:883;1:436,14028,16273|0.6180,1.8541|1.0000
6|0:889,891,1246,1597|2.4721|2.0000
everi|0:902,910;1:2916,3653,4008,4688,5499,5632,8005,8027,9958,10698,11159,11231,11300,11334,11476,12527,12532,12537,12544,12553,14150,15157,15808,15859,16240,16651|1.2361,16.0689|1.0000
requir|0:908,1486;1:3541,4356,7017,7294,7427,7488,8329,9825,10535,13473,13480,13588,13607|1.2361,8.0344|1.0000
consid|0:917;1:670,971,1924,13756|0.6180,2.4721|1.0000
practic|0:918;1:136,5811,11453,12235,12976,16069|0.6180,3.7082|1.0000
howev|0:919|0.6180|2.0000
extrem|0:922|0.6180|2.0000
fault|0:923;1:190|0.6180,0.6180|1.0000
toler|0:924;1:191,2203,8371|0.6180,1.8541|1.0000
provid|0:927,968,1221;1:1080,3307,3383,3395,3402,9767,11051,14809|1.8541,4.9443|1.0000
guarante|0:928|0.6180|2.0000
capac|0:929|0.6180|2.0000
combin|0:934;1:228|0.6180,0.6180|1.0000
multipoint|0:938|0.6180|2.0000
strategi|0:939;1:38,4123,4172,4174,4190|0.6180,3.0902|1.0000
cell|0:944,946,957,976,977|3.0902|2.0000
portion|0:948|0.6180|2.0000
total|0:949;1:12596|0.6180,0.6180|1.0000
station|0:960|0.6180|2.0000
rout|0:964,1225;1:3889,8293|1.2361,1.2361|1.0000
complet|0:969;1:3813,8763,8807,9988,13752,14129,15107|0.6180,4.3262|1.0000
infrastructur|0:971;1:1863,3521|0.6180,1.2361|1.0000
roam|0:975|0.6180|2.0000
maintain|0:979,1146;1:11139|1.2361,0.6180|1.0000
span|0:988|0.6180|2.0000
larg|0:989,1463;1:9495,11314,11462,17163|1.2361,2.4721|1.0000
often|0:992;1:1290,2008,3498,4286,4325,5184,7003,7501,8467,8519,9001,10224,10676,10868,11273,12996,14724,15033,15224,15329,16260,16562|0.6180,13.5967|1.0000
countri|0:993|0.6180|2.0000
contin|0:994;1:756,1224|0.6180,1.2361|1.0000
multipli|0:995;1:16805|0.6180,0.6180|1.0000
multipl|0:996;1:15,4680,9794|0.6180,1.8541|1.0000
separ|0:1000|0.6180|2.0000
distanc|0:1003|0.6180|2.0000
contain|0:1006,1090;1:16332|1.2361,0.6180|1.0000
numer|0:1007|0.6180|2.0000
telephon|0:1009;1:15091|0.6180,0.6180|1.0000
line|0:1010,1170;1:263,455,997,2569,2990,3127,4611,5134,5153,7926,8295,8901,13743,14260,14892,15011,15049,16828|1.2361,11.1246|1.0000
pair|0:1013,1182;1:2564,2571,8156,9291,9295|1.2361,3.0902|1.0000
router|0:1014,1016,1145,1151,1154|3.0902|2.0000
nevertheless|0:1019|0.6180|2.0000
wish|0:1020;1:1825,5848,5853|0.6180,1.8541|1.0000
must|0:1022;1:3391,7649,16431|0.6180,1.8541|1.0000
indirectli|0:1023,1029;1:6208|1.2361,0.6180|1.0000
differ|0:1035,1045,1281;1:891,895,1221,2235,2308,2552,3295,3468,4729,5069,6683,6701,9989,10058,10763,11502,13172,13363,13515,13523,15016,17005|1.8541,13.5967|1.0000
7|0:1039,1041,1604;1:12520|1.8541,0.6180|1.0000
bigger|0:1054;1:1688,1826,3887,5689,9382,9902,11128,11163,11523,13748,16220|0.6180,6.7984|1.0000
version|0:1055,1238,1387;1:9229,12019,12460|1.8541,1.8541|1.0000
normal|0:1057;1:15277,16299|0.6180,1.2361|1.0000
might|0:1061,1068;1:70,1347,1591,8183,8207,8556,8692,11166,11173,12028,12902,14105,14902,15920|1.2361,8.6525|1.0000
cover|0:1062;1:13393,13395,13416,17155|0.6180,2.4721|1.0000
group|0:1063;1:542,2145,2438,2675,6240,11277,17127|0.6180,4.3262|1.0000
nearbi|0:1064|0.6180|2.0000
corpor|0:1065;1:16294,17159|0.6180,1.2361|1.0000
citi|0:1067;1:754,1222,11063,15235|0.6180,2.4721|1.0000
hand|0:1073;1:1465,8054,9624,12412,12887,12948,13452,13894|0.6180,4.9443|1.0000
throughout|0:1077,1507;1:15162|1.2361,0.6180|1.0000
phone|0:1082;1:7404,7433,9348,12530,14012|0.6180,3.0902|1.0000
servic|0:1083,1453,1568;1:1326,2394,2447,3007,3309,3363,3386,3397,3526,3529,6318,9269,9311,9317,9340,9353,9919,10494,11430,12080,12570,14638,14849,14854,14884,15247,15651|1.8541,16.6869|1.0000
carrier|0:1084|0.6180|2.0000
just|0:1086,1158;1:135,156,219,959,993,999,1026,1042,1306,1415,1459,1483,1511,1597,1617,1646,1710,1779,1813,1856,1869,1946,1959,2010,2068,2085,2103,2137,2167,2186,2205,2251,2281,2317,2338,2680,2763,2837,2906,2912,2943,3005,3085,3204,3215,3312,3453,3478,3664,3711,3939,4127,4497,4598,4801,5177,5491,5992,6092,6341,6498,6534,6803,6812,6848,6906,7015,7075,7200,7300,7319,7376,7408,7792,7938,8269,8388,8459,8489,8504,8509,8539,8720,8956,8970,9157,9161,9226,9256,9414,9813,10093,10122,10146,10256,10356,10368,10679,10711,10736,10810,10985,11045,11254,11482,11688,11902,12522,12591,12688,12711,12725,12978,13048,13339,13722,13729,13750,13767,14033,14180,14221,14245,14392,15621,15684,15787,15903,16125,16223,16301,16357,16434,16689,16769|1.2361,83.4346|1.0000
doe|0:1089;1:4665,6336,6933,9314,9380,9850,9890,9894,9920,11406,11654,11655,12142,12649,13534,14549,15952,16365,16497|0.6180,11.7426|1.0000
element|0:1092;1:12900|0.6180,0.6180|1.0000
mobil|0:1095|0.6180|2.0000
notebook|0:1098|0.6180|2.0000
laptop|0:1100;1:1780|0.6180,0.6180|1.0000
fastest|0:1101;1:4344,10323|0.6180,1.2361|1.0000
grow|0:1102;1:245,497,498,1675,1789,4037,4181,9149,9975,10196,10324,10523,10541,10549,10839|0.6180,9.2705|1.0000
segment|0:1103|0.6180|2.0000
industri|0:1105;1:574,2349,2383,6106,9619,9626,10109,11313,12464,17188|0.6180,6.1803|1.0000
want|0:1107;1:961,1172,2257,2264,2279,2286,2300,2397,2420,2931,2945,3612,3629,3683,3686,4804,4924,5242,5776,5813,5819,5823,5944,5980,6035,6529,6686,6713,8019,9610,10349,10528,10648,10925,11086,11098,11109,11233,11268,11740,11837,11850,12071,12073,12083,12123,12178,12420,12933,13373,13919,13992,14432,15713,16075,16082,16100,16612,16638,16755,17021|0.6180,37.7001|1.0000
129|0:1129|0.6180|2.0000
out|0:1134;1:22,59,381,558,751,845,856,878,973,982,1017,1219,1271,1463,1633,1742,2040,2112,2147,2372,2404,2577,2600,2888,2911,3231,3245,3605,3624,3631,3649,3938,3990,4020,4048,4144,4149,4206,4291,4348,4578,4589,4907,5005,5104,5141,5217,5312,5315,5396,5448,5720,5868,6322,6339,6380,6446,6547,6796,6953,7082,7738,7852,7940,7982,8045,8484,8729,9343,9656,9858,9993,10010,10078,10243,10401,10524,10542,10900,11006,11068,11239,11265,11383,11388,11409,11588,11686,11796,12041,12054,12069,12135,12209,12669,12898,12911,12917,13122,13187,13235,13326,13346,13411,13511,13585,13670,13809,14043,14076,14311,14973,15036,15118,15279,15814,15916,16150,16363,16568,16592,16735,16880|0.6180,76.0182|1.0000
sinc|0:1136;1:7282|0.6180,0.6180|1.0000
aircraft|0:1143;1:4681|0.6180,0.6180|1.0000
singl|0:1144;1:5412,8749,8870|0.6180,1.8541|1.0000
radio|0:1147,1166;1:2352,11347|1.2361,1.2361|1.0000
ground|0:1152;1:159,4693,15653,16595|0.6180,2.4721|1.0000
chang|0:1153;1:308,447,1169,1845,2299,4357,4398,4403,4424,4442,4450,5089,5735,5760,5772,5808,6972,6978,7688,8884,8903,8927,8950,9982,10294,10445,10527,10529,10618,10631,10892,11151,11160,11170,11862,11928,12975,14608,15259,15272,15292,15303,15333,15353,15376,15426,15626,15630,15666,15681|0.6180,30.9017|1.0000
fli|0:1155;1:4679,4683|0.6180,1.2361|1.0000
along|0:1156;1:513,1547,2920,4219,4459,7951,9091,12651,14233,15147|0.6180,6.1803|1.0000
except|0:1161;1:3384,3396,5558,7358|0.6180,2.4721|1.0000
outsid|0:1163;1:268,3483,3504,3514,3549,3559,3578,4739,7287,13741,16004,16087|0.6180,7.4164|1.0000
happen|0:1165;1:1870,2988,3587,7324,7331,8290,8463,11696,13232,14017,14380,14500,14598,14812,14816,14867,15414,15504,15577,15594,16140|0.6180,12.9787|1.0000
instead|0:1168;1:2093,2183,2637,2863,2872,3285,3684,4079,4238,4414,4417,5110,5335,5639,5753,5761,5925,5950,6022,6651,6656,7022,7042,7255,7370,7430,7444,7680,7825,7832,8291,8488,8563,8568,8645,8653,8767,8851,8929,9165,9391,9492,9741,9757,9761,10003,10050,10145,11263,11410,11872,12184,12977,13217,13400,14244,15732,15742,15966,16487|0.6180,37.0820|1.0000
fiber|0:1178;1:9789|0.6180,0.6180|1.0000
optic|0:1179;1:9883|0.6180,0.6180|1.0000
twist|0:1181|0.6180|2.0000
copper|0:1183|0.6180|2.0000
coaxial|0:1185|0.6180|2.0000
802|0:1191|0.6180|2.0000
11|0:1192;1:14444|0.6180,0.6180|1.0000
bluetooth|0:1193|0.6180|2.0000
satellit|0:1194|0.6180|2.0000
channel|0:1195;1:11773,11775|0.6180,1.2361|1.0000
vi|0:1197|0.6180|2.0000
ip|0:1200,1220,1235,1248,1260,1388,1390,1627|4.9443|2.0000
solv|0:1201;1:1955,2456,2464,2507,2686,6451,6871,6892,7702,7777,9748,12971,15191|0.6180,8.0344|1.0000
scale|0:1202;1:1729,6013,15639|0.6180,1.8541|1.0000
problem|0:1203,1495;1:305,729,1536,1953,1977,2007,2459,2467,2502,2508,2689,2697,3972,4002,4100,5220,5274,5612,5680,5688,6453,6666,6870,6872,6894,7011,7676,7679,7703,7749,7774,8167,8365,8797,9142,9750,9755,12972,13084,13195,14293,14913,15180,15190,15455,15584,15587,15590,15702,16469|1.2361,30.9017|1.0000
well|0:1213;1:1335,1533,2814,3198,4805,4818,6056,6075,8209,9896,12809,13130,13567,14847|0.6180,8.6525|1.0000
univers|0:1218;1:252,2228,2240,13649|0.6180,2.4721|1.0000
global|0:1222;1:1747|0.6180,0.6180|1.0000
mechan|0:1223|0.6180|2.0000
address|0:1224,1236,1271,1295,1324,1430|3.7082|2.0000
